[prop_DeleteUnion|
 generated  error   fail   pass /  total     time test name
[ ]  13311      0      0   3440 / 500000     3.7s test_prop_DeleteUnion (collecting)
[ ]  13606      0      0   3519 / 500000     3.8s test_prop_DeleteUnion (collecting)
[ ]  14104      0      0   3641 / 500000     3.9s test_prop_DeleteUnion (collecting)
[ ]  14421      0      0   3729 / 500000     4.0s test_prop_DeleteUnion (collecting)
[ ]  14783      0      0   3828 / 500000     4.1s test_prop_DeleteUnion (collecting)
[ ]  15105      0      0   3926 / 500000     4.2s test_prop_DeleteUnion (collecting)
[ ]  15391      0      0   3996 / 500000     4.3s test_prop_DeleteUnion (collecting)
[ ]  15783      0      0   4110 / 500000     4.4s test_prop_DeleteUnion (collecting)
[ ]  16082      0      0   4192 / 500000     4.5s test_prop_DeleteUnion (collecting)
[ ]  16368      0      0   4267 / 500000     4.6s test_prop_DeleteUnion (collecting)
[ ]  16843      0      0   4400 / 500000     4.7s test_prop_DeleteUnion (collecting)
[ ]  17250      0      0   4514 / 500000     4.8s test_prop_DeleteUnion (collecting)
[ ]  17409      0      0   4563 / 500000     4.9s test_prop_DeleteUnion (collecting)
[ ]  17708      0      0   4642 / 500000     5.0s test_prop_DeleteUnion (collecting)
[ ]  18019      0      0   4733 / 500000     5.1s test_prop_DeleteUnion (collecting)
[ ]  18265      0      0   4805 / 500000     5.2s test_prop_DeleteUnion (collecting)
[ ]  18608      0      0   4898 / 500000     5.3s test_prop_DeleteUnion (collecting)
[ ]  19010      0      0   4997 / 500000     5.4s test_prop_DeleteUnion (collecting)
[ ]  19307      0      0   5080 / 500000     5.5s test_prop_DeleteUnion (collecting)
[ ]  19675      0      0   5185 / 500000     5.6s test_prop_DeleteUnion (collecting)
[ ]  20143      0      0   5320 / 500000     5.7s test_prop_DeleteUnion (collecting)
[ ]  20599      0      0   5439 / 500000     5.8s test_prop_DeleteUnion (collecting)
[ ]  21110      0      0   5546 / 500000     5.9s test_prop_DeleteUnion (collecting)
[ ]  21513      0      0   5655 / 500000     6.0s test_prop_DeleteUnion
[ ]  21952      0      0   5774 / 500000     6.1s test_prop_DeleteUnion (collecting)
[ ]  22345      0      0   5876 / 500000     6.2s test_prop_DeleteUnion (collecting)
[ ]  22593      0      0   5939 / 500000     6.3s test_prop_DeleteUnion (collecting)
[ ]  22959      0      0   6026 / 500000     6.4s test_prop_DeleteUnion (collecting)
[ ]  23350      0      0   6131 / 500000     6.6s test_prop_DeleteUnion (collecting)
[ ]  23681      0      0   6210 / 500000     6.7s test_prop_DeleteUnion (collecting)
[ ]  24024      0      0   6295 / 500000     6.8s test_prop_DeleteUnion (collecting)
[ ]  24334      0      0   6380 / 500000     6.9s test_prop_DeleteUnion (collecting)
[ ]  24679      0      0   6472 / 500000     7.0s test_prop_DeleteUnion (collecting)
[ ]  25076      0      0   6575 / 500000     7.1s test_prop_DeleteUnion (collecting)
[ ]  25330      0      0   6641 / 500000     7.2s test_prop_DeleteUnion (collecting)
[ ]  25777      0      0   6752 / 500000     7.3s test_prop_DeleteUnion (collecting)
[ ]  26173      0      0   6853 / 500000     7.4s test_prop_DeleteUnion (collecting)
[ ]  26531      0      0   6965 / 500000     7.5s test_prop_DeleteUnion (collecting)
[ ]  26925      0      0   7070 / 500000     7.6s test_prop_DeleteUnion (collecting)
[ ]  27254      0      0   7164 / 500000     7.7s test_prop_DeleteUnion (collecting)
[ ]  27708      0      0   7281 / 500000     7.8s test_prop_DeleteUnion (collecting)
[ ]  28147      0      0   7399 / 500000     7.9s test_prop_DeleteUnion (collecting)
[ ]  28543      0      0   7505 / 500000     8.0s test_prop_DeleteUnion (collecting)
[ ]  28929      0      0   7613 / 500000     8.1s test_prop_DeleteUnion (collecting)
[ ]  29282      0      0   7693 / 500000     8.2s test_prop_DeleteUnion (collecting)
[ ]  29615      0      0   7784 / 500000     8.3s test_prop_DeleteUnion (collecting)
[ ]  30103      0      0   7927 / 500000     8.4s test_prop_DeleteUnion (collecting)
[ ]  30410      0      0   8012 / 500000     8.5s test_prop_DeleteUnion (collecting)
[ ]  30753      0      0   8111 / 500000     8.6s test_prop_DeleteUnion (collecting)
[ ]  31040      0      0   8182 / 500000     8.7s test_prop_DeleteUnion (collecting)
[ ]  31324      0      0   8257 / 500000     8.8s test_prop_DeleteUnion (collecting)
[ ]  31727      0      0   8361 / 500000     8.9s test_prop_DeleteUnion (collecting)
[ ]  32188      0      0   8469 / 500000     9.0s test_prop_DeleteUnion (collecting)
[ ]  32560      0      0   8572 / 500000     9.1s test_prop_DeleteUnion (collecting)
[ ]  32910      0      0   8659 / 500000     9.2s test_prop_DeleteUnion (collecting)
[ ]  33291      0      0   8763 / 500000     9.3s test_prop_DeleteUnion (collecting)
[ ]  33632      0      0   8858 / 500000     9.4s test_prop_DeleteUnion (collecting)
[ ]  34005      0      0   8957 / 500000     9.5s test_prop_DeleteUnion
[ ]  34298      0      0   9034 / 500000     9.6s test_prop_DeleteUnion (collecting)
[ ]  34703      0      0   9128 / 500000     9.7s test_prop_DeleteUnion (collecting)
[ ]  34918      0      0   9189 / 500000     9.8s test_prop_DeleteUnion (collecting)
[ ]  35341      0      0   9292 / 500000     9.9s test_prop_DeleteUnion (collecting)
[ ]  35814      0      0   9423 / 500000    10.0s test_prop_DeleteUnion (collecting)
[ ]  36198      0      0   9519 / 500000    10.1s test_prop_DeleteUnion (collecting)
[ ]  36610      0      0   9622 / 500000    10.2s test_prop_DeleteUnion (collecting)
[ ]  36694      0      0   9641 / 500000    89.9s test_prop_DeleteUnion (collecting)
[ ]  37275      0      0   9820 / 500000    90.0s test_prop_DeleteUnion (collecting)
[ ]  37630      0      0   9917 / 500000    90.1s test_prop_DeleteUnion (collecting)
[ ]  37949      0      0  10006 / 500000    90.2s test_prop_DeleteUnion (collecting)
[ ]  38423      0      0  10125 / 500000    90.3s test_prop_DeleteUnion (collecting)
[ ]  38875      0      0  10236 / 500000    90.4s test_prop_DeleteUnion (collecting)
[ ]  39367      0      0  10361 / 500000    90.5s test_prop_DeleteUnion (collecting)
[ ]  39707      0      0  10454 / 500000    90.7s test_prop_DeleteUnion (collecting)
[ ]  39966      0      0  10522 / 500000    90.8s test_prop_DeleteUnion (collecting)
[ ]  40374      0      0  10635 / 500000    90.9s test_prop_DeleteUnion (collecting)
[ ]  40704      0      0  10723 / 500000    91.0s test_prop_DeleteUnion (collecting)
[ ]  41198      0      0  10860 / 500000    91.1s test_prop_DeleteUnion (collecting)
[ ]  41544      0      0  10945 / 500000    91.2s test_prop_DeleteUnion (collecting)
[ ]  42021      0      0  11062 / 500000    91.3s test_prop_DeleteUnion (collecting)
[ ]  42478      0      0  11174 / 500000    91.4s test_prop_DeleteUnion (collecting)
[ ]  42775      0      0  11253 / 500000    91.5s test_prop_DeleteUnion (collecting)
[ ]  43052      0      0  11316 / 500000    91.6s test_prop_DeleteUnion (collecting)
[ ]  43406      0      0  11407 / 500000    91.7s test_prop_DeleteUnion (collecting)
[ ]  43767      0      0  11494 / 500000    91.8s test_prop_DeleteUnion (collecting)
[ ]  44139      0      0  11592 / 500000    91.9s test_prop_DeleteUnion (collecting)
[ ]  44562      0      0  11701 / 500000    92.0s test_prop_DeleteUnion (collecting)
[ ]  45083      0      0  11833 / 500000    92.1s test_prop_DeleteUnion (collecting)
[ ]  45709      0      0  11993 / 500000    92.2s test_prop_DeleteUnion
[ ]  45933      0      0  12059 / 500000    92.3s test_prop_DeleteUnion (collecting)
[ ]  46436      0      0  12180 / 500000    92.4s test_prop_DeleteUnion (collecting)
[ ]  46826      0      0  12286 / 500000    92.5s test_prop_DeleteUnion (collecting)
[ ]  47255      0      0  12401 / 500000    92.6s test_prop_DeleteUnion (collecting)
[ ]  47648      0      0  12508 / 500000    92.7s test_prop_DeleteUnion (collecting)
[ ]  48067      0      0  12608 / 500000    92.8s test_prop_DeleteUnion (collecting)
[ ]  48347      0      0  12686 / 500000    92.9s test_prop_DeleteUnion (collecting)
[ ]  48748      0      0  12780 / 500000    93.0s test_prop_DeleteUnion (collecting)
[ ]  49130      0      0  12882 / 500000    93.1s test_prop_DeleteUnion (collecting)
[ ]  49534      0      0  12993 / 500000    93.2s test_prop_DeleteUnion (collecting)
[ ]  49876      0      0  13093 / 500000    93.3s test_prop_DeleteUnion (collecting)
[ ]  50147      0      0  13173 / 500000    93.4s test_prop_DeleteUnion (collecting)
[ ]  50526      0      0  13268 / 500000    93.5s test_prop_DeleteUnion (collecting)
[ ]  51004      0      0  13392 / 500000    93.6s test_prop_DeleteUnion (collecting)
[ ]  51394      0      0  13476 / 500000    93.7s test_prop_DeleteUnion (collecting)
[ ]  51902      0      0  13615 / 500000    93.8s test_prop_DeleteUnion (collecting)
[ ]  52328      0      0  13726 / 500000    93.9s test_prop_DeleteUnion (collecting)
[ ]  52716      0      0  13833 / 500000    94.0s test_prop_DeleteUnion (collecting)
[ ]  53101      0      0  13941 / 500000    94.1s test_prop_DeleteUnion (collecting)
[ ]  53349      0      0  14001 / 500000    94.2s test_prop_DeleteUnion (collecting)
[ ]  53738      0      0  14093 / 500000    94.3s test_prop_DeleteUnion (collecting)
[ ]  54193      0      0  14215 / 500000    94.4s test_prop_DeleteUnion (collecting)
[ ]  54496      0      0  14306 / 500000    94.5s test_prop_DeleteUnion (collecting)
[ ]  54825      0      0  14392 / 500000    94.6s test_prop_DeleteUnion (collecting)
[ ]  55245      0      0  14482 / 500000    94.7s test_prop_DeleteUnion (collecting)
[ ]  55512      0      0  14547 / 500000    94.8s test_prop_DeleteUnion (collecting)
[ ]  55935      0      0  14661 / 500000    94.9s test_prop_DeleteUnion (collecting)
[ ]  56206      0      0  14730 / 500000    95.0s test_prop_DeleteUnion (collecting)
[ ]  56696      0      0  14843 / 500000    95.1s test_prop_DeleteUnion (collecting)
[ ]  57092      0      0  14943 / 500000    95.2s test_prop_DeleteUnion (collecting)
[ ]  57384      0      0  15016 / 500000    95.3s test_prop_DeleteUnion (collecting)
[ ]  57709      0      0  15105 / 500000    95.4s test_prop_DeleteUnion (collecting)
[ ]  58060      0      0  15199 / 500000    95.5s test_prop_DeleteUnion (collecting)
[ ]  58300      0      0  15254 / 500000    95.6s test_prop_DeleteUnion (collecting)
[ ]  58754      0      0  15382 / 500000    95.7s test_prop_DeleteUnion (collecting)
[ ]  59106      0      0  15462 / 500000    95.8s test_prop_DeleteUnion (collecting)
[ ]  59500      0      0  15566 / 500000    96.0s test_prop_DeleteUnion (collecting)
[ ]  59787      0      0  15646 / 500000    96.1s test_prop_DeleteUnion (collecting)
[ ]  60164      0      0  15758 / 500000    96.2s test_prop_DeleteUnion (collecting)
[ ]  60442      0      0  15830 / 500000    96.3s test_prop_DeleteUnion (collecting)
[ ]  60845      0      0  15940 / 500000    96.4s test_prop_DeleteUnion (collecting)
[ ]  61269      0      0  16045 / 500000    96.5s test_prop_DeleteUnion (collecting)
[ ]  61575      0      0  16131 / 500000    96.6s test_prop_DeleteUnion (collecting)
[ ]  61947      0      0  16237 / 500000    96.7s test_prop_DeleteUnion (collecting)
[ ]  62396      0      0  16367 / 500000    96.8s test_prop_DeleteUnion (collecting)
[ ]  62861      0      0  16472 / 500000    96.9s test_prop_DeleteUnion (collecting)
[ ]  63336      0      0  16599 / 500000    97.0s test_prop_DeleteUnion (collecting)
[ ]  63635      0      0  16678 / 500000    97.1s test_prop_DeleteUnion (collecting)
[ ]  64041      0      0  16785 / 500000    97.2s test_prop_DeleteUnion (collecting)
[ ]  64488      0      0  16907 / 500000    97.3s test_prop_DeleteUnion (collecting)
[ ]  64858      0      0  16998 / 500000    97.4s test_prop_DeleteUnion (collecting)
[ ]  65226      0      0  17092 / 500000    97.5s test_prop_DeleteUnion (collecting)
[ ]  65576      0      0  17181 / 500000    97.6s test_prop_DeleteUnion (collecting)
[ ]  65985      0      0  17293 / 500000    97.7s test_prop_DeleteUnion (collecting)
[ ]  66490      0      0  17419 / 500000    97.8s test_prop_DeleteUnion (collecting)
[ ]  66777      0      0  17506 / 500000    97.9s test_prop_DeleteUnion (collecting)
[ ]  67036      0      0  17571 / 500000    98.0s test_prop_DeleteUnion (collecting)
[ ]  67409      0      0  17666 / 500000    98.1s test_prop_DeleteUnion (collecting)
[ ]  67793      0      0  17768 / 500000    98.2s test_prop_DeleteUnion (collecting)
[ ]  68083      0      0  17842 / 500000    98.3s test_prop_DeleteUnion (collecting)
[ ]  68320      0      0  17907 / 500000    98.4s test_prop_DeleteUnion (collecting)
[ ]  68786      0      0  18012 / 500000    98.5s test_prop_DeleteUnion (collecting)
[ ]  69098      0      0  18082 / 500000    98.6s test_prop_DeleteUnion (collecting)
[ ]  69558      0      0  18207 / 500000    98.7s test_prop_DeleteUnion (collecting)
[ ]  69869      0      0  18305 / 500000   140.4s test_prop_DeleteUnion (collecting)
[ ]  70213      0      0  18394 / 500000   140.5s test_prop_DeleteUnion (collecting)
[ ]  70587      0      0  18492 / 500000   140.6s test_prop_DeleteUnion (collecting)
[ ]  70851      0      0  18557 / 500000   140.7s test_prop_DeleteUnion (collecting)
[ ]  71247      0      0  18663 / 500000   140.8s test_prop_DeleteUnion (collecting)
[ ]  71722      0      0  18784 / 500000   140.9s test_prop_DeleteUnion (collecting)
[ ]  72044      0      0  18857 / 500000   141.0s test_prop_DeleteUnion (collecting)
[ ]  72512      0      0  18979 / 500000   141.1s test_prop_DeleteUnion (collecting)
[ ]  73039      0      0  19123 / 500000   141.2s test_prop_DeleteUnion (collecting)
[ ]  73494      0      0  19244 / 500000   141.4s test_prop_DeleteUnion (collecting)
[ ]  73865      0      0  19322 / 500000   141.5s test_prop_DeleteUnion (collecting)
[ ]  74368      0      0  19441 / 500000   141.6s test_prop_DeleteUnion
[ ]  74765      0      0  19544 / 500000   141.7s test_prop_DeleteUnion (collecting)
[ ]  75196      0      0  19647 / 500000   141.8s test_prop_DeleteUnion (collecting)
[ ]  75653      0      0  19750 / 500000   141.9s test_prop_DeleteUnion (collecting)
[ ]  75953      0      0  19837 / 500000   142.0s test_prop_DeleteUnion (collecting)
[ ]  76420      0      0  19960 / 500000   142.1s test_prop_DeleteUnion (collecting)
[ ]  76698      0      0  20028 / 500000   142.2s test_prop_DeleteUnion (collecting)
[ ]  77094      0      0  20130 / 500000   142.3s test_prop_DeleteUnion (collecting)
[ ]  77522      0      0  20249 / 500000   142.4s test_prop_DeleteUnion (collecting)
[ ]  77963      0      0  20379 / 500000   142.5s test_prop_DeleteUnion (collecting)
[ ]  78443      0      0  20517 / 500000   142.6s test_prop_DeleteUnion (collecting)
[ ]  78803      0      0  20596 / 500000   142.7s test_prop_DeleteUnion (collecting)
[ ]  79151      0      0  20690 / 500000   142.8s test_prop_DeleteUnion (collecting)
[ ]  79570      0      0  20795 / 500000   142.9s test_prop_DeleteUnion (collecting)
[ ]  79850      0      0  20870 / 500000   143.0s test_prop_DeleteUnion (collecting)
[ ]  80174      0      0  20959 / 500000   143.1s test_prop_DeleteUnion (collecting)
[ ]  80596      0      0  21061 / 500000   143.2s test_prop_DeleteUnion (collecting)
[ ]  80880      0      0  21132 / 500000   143.3s test_prop_DeleteUnion (collecting)
[ ]  81419      0      0  21275 / 500000   143.4s test_prop_DeleteUnion (collecting)
[ ]  81811      0      0  21380 / 500000   143.5s test_prop_DeleteUnion (collecting)
[ ]  82072      0      0  21455 / 500000   143.6s test_prop_DeleteUnion (collecting)
[ ]  82418      0      0  21540 / 500000   143.7s test_prop_DeleteUnion (collecting)
[ ]  82773      0      0  21634 / 500000   143.8s test_prop_DeleteUnion (collecting)
[ ]  83170      0      0  21740 / 500000   143.9s test_prop_DeleteUnion
[ ]  83433      0      0  21805 / 500000   144.0s test_prop_DeleteUnion (collecting)
[ ]  83704      0      0  21889 / 500000   144.1s test_prop_DeleteUnion (collecting)
[ ]  84038      0      0  21973 / 500000   144.2s test_prop_DeleteUnion (collecting)
[ ]  84629      0      0  22107 / 500000   144.3s test_prop_DeleteUnion (collecting)
[ ]  85008      0      0  22191 / 500000   144.4s test_prop_DeleteUnion (collecting)
[ ]  85380      0      0  22300 / 500000   144.5s test_prop_DeleteUnion (collecting)
[ ]  85752      0      0  22391 / 500000   144.6s test_prop_DeleteUnion (collecting)
[ ]  86155      0      0  22507 / 500000   144.7s test_prop_DeleteUnion (collecting)
[ ]  86546      0      0  22624 / 500000   144.8s test_prop_DeleteUnion (collecting)
[ ]  86942      0      0  22727 / 500000   144.9s test_prop_DeleteUnion (collecting)
[ ]  87280      0      0  22810 / 500000   145.0s test_prop_DeleteUnion (collecting)
[ ]  87598      0      0  22886 / 500000   145.1s test_prop_DeleteUnion (collecting)
[ ]  87967      0      0  22975 / 500000   145.2s test_prop_DeleteUnion (collecting)
[ ]  88276      0      0  23042 / 500000   145.3s test_prop_DeleteUnion (collecting)
[ ]  88729      0      0  23160 / 500000   145.4s test_prop_DeleteUnion (collecting)
[ ]  89078      0      0  23260 / 500000   145.5s test_prop_DeleteUnion (collecting)
[ ]  89484      0      0  23352 / 500000   145.6s test_prop_DeleteUnion (collecting)
[ ]  89864      0      0  23454 / 500000   145.7s test_prop_DeleteUnion (collecting)
[ ]  90229      0      0  23547 / 500000   145.8s test_prop_DeleteUnion (collecting)
[ ]  90764      0      0  23698 / 500000   145.9s test_prop_DeleteUnion (collecting)
[ ]  90944      0      0  23742 / 500000   146.0s test_prop_DeleteUnion
[ ]  91246      0      0  23818 / 500000   146.1s test_prop_DeleteUnion (collecting)
[ ]  91594      0      0  23912 / 500000   146.3s test_prop_DeleteUnion (collecting)
[ ]  92139      0      0  24042 / 500000   146.4s test_prop_DeleteUnion (collecting)
[ ]  92365      0      0  24098 / 500000   146.5s test_prop_DeleteUnion (collecting)
[ ]  92735      0      0  24198 / 500000   146.6s test_prop_DeleteUnion (collecting)
[ ]  93118      0      0  24288 / 500000   146.7s test_prop_DeleteUnion (collecting)
[ ]  93450      0      0  24367 / 500000   146.8s test_prop_DeleteUnion (collecting)
[ ]  93837      0      0  24448 / 500000   146.9s test_prop_DeleteUnion (collecting)
[ ]  94164      0      0  24528 / 500000   147.0s test_prop_DeleteUnion (collecting)
[ ]  94432      0      0  24599 / 500000   147.1s test_prop_DeleteUnion
[ ]  94652      0      0  24656 / 500000   147.2s test_prop_DeleteUnion (collecting)
[ ]  94929      0      0  24716 / 500000   147.3s test_prop_DeleteUnion (collecting)
[ ]  95172      0      0  24778 / 500000   147.4s test_prop_DeleteUnion (collecting)
[ ]  95376      0      0  24833 / 500000   147.5s test_prop_DeleteUnion (collecting)
[ ]  95498      0      0  24861 / 500000   147.6s test_prop_DeleteUnion (collecting)
[ ]  95888      0      0  24978 / 500000   147.7s test_prop_DeleteUnion (collecting)
[ ]  96074      0      0  25019 / 500000   147.8s test_prop_DeleteUnion
[ ]  96511      0      0  25144 / 500000   147.9s test_prop_DeleteUnion
[ ]  96667      0      0  25177 / 500000   148.0s test_prop_DeleteUnion (collecting)
[ ]  96942      0      0  25247 / 500000   148.1s test_prop_DeleteUnion (collecting)
[ ]  97244      0      0  25325 / 500000   148.2s test_prop_DeleteUnion (collecting)
[ ]  97579      0      0  25437 / 500000   148.3s test_prop_DeleteUnion (collecting)
[ ]  98081      0      0  25560 / 500000   148.4s test_prop_DeleteUnion (collecting)
[ ]  98448      0      0  25659 / 500000   148.5s test_prop_DeleteUnion (collecting)
[ ]  98698      0      0  25733 / 500000   148.6s test_prop_DeleteUnion (collecting)
[ ]  99062      0      0  25821 / 500000   148.7s test_prop_DeleteUnion (collecting)
[ ]  99763      0      0  26018 / 500000   148.8s test_prop_DeleteUnion (collecting)
[ ] 100101      0      0  26109 / 500000   148.9s test_prop_DeleteUnion (collecting)
[ ] 100407      0      0  26193 / 500000   149.0s test_prop_DeleteUnion (collecting)
[ ] 100709      0      0  26284 / 500000   149.1s test_prop_DeleteUnion (collecting)
[ ] 100995      0      0  26372 / 500000   149.2s test_prop_DeleteUnion (collecting)
[ ] 101383      0      0  26467 / 500000   149.3s test_prop_DeleteUnion (collecting)
[ ] 101647      0      0  26530 / 500000   149.4s test_prop_DeleteUnion (collecting)
[ ] 101994      0      0  26621 / 500000   149.5s test_prop_DeleteUnion (collecting)
[ ] 102386      0      0  26724 / 500000   149.6s test_prop_DeleteUnion (collecting)
[ ] 102909      0      0  26865 / 500000   149.7s test_prop_DeleteUnion
[ ] 103277      0      0  26961 / 500000   149.8s test_prop_DeleteUnion (collecting)
[ ] 103453      0      0  27007 / 500000   149.9s test_prop_DeleteUnion (collecting)
[ ] 103818      0      0  27103 / 500000   150.1s test_prop_DeleteUnion (collecting)
[ ] 104347      0      0  27231 / 500000   150.2s test_prop_DeleteUnion (collecting)
[ ] 104663      0      0  27306 / 500000   150.3s test_prop_DeleteUnion (collecting)
[ ] 105124      0      0  27424 / 500000   150.4s test_prop_DeleteUnion (collecting)
[ ] 105453      0      0  27504 / 500000   150.5s test_prop_DeleteUnion (collecting)
[ ] 105646      0      0  27550 / 500000   150.6s test_prop_DeleteUnion (collecting)
[ ] 106063      0      0  27661 / 500000   150.7s test_prop_DeleteUnion (collecting)
[ ] 106396      0      0  27752 / 500000   150.8s test_prop_DeleteUnion (collecting)
[ ] 106788      0      0  27864 / 500000   150.9s test_prop_DeleteUnion (collecting)
[ ] 107187      0      0  27955 / 500000   151.0s test_prop_DeleteUnion (collecting)
[ ] 107662      0      0  28074 / 500000   151.1s test_prop_DeleteUnion (collecting)
[ ] 107957      0      0  28139 / 500000   151.2s test_prop_DeleteUnion (collecting)
[ ] 108429      0      0  28270 / 500000   151.3s test_prop_DeleteUnion (collecting)
[ ] 108737      0      0  28351 / 500000   151.4s test_prop_DeleteUnion (collecting)
[ ] 109085      0      0  28442 / 500000   151.5s test_prop_DeleteUnion (collecting)
[ ] 109622      0      0  28583 / 500000   151.6s test_prop_DeleteUnion (collecting)
[ ] 109817      0      0  28638 / 500000   151.7s test_prop_DeleteUnion (collecting)
[ ] 110102      0      0  28710 / 500000   151.8s test_prop_DeleteUnion (collecting)
[ ] 110463      0      0  28813 / 500000   151.9s test_prop_DeleteUnion (collecting)
[ ] 110735      0      0  28885 / 500000   152.0s test_prop_DeleteUnion (collecting)
[ ] 111069      0      0  28979 / 500000   152.1s test_prop_DeleteUnion (collecting)
[ ] 111434      0      0  29090 / 500000   152.2s test_prop_DeleteUnion (collecting)
[ ] 111791      0      0  29178 / 500000   152.3s test_prop_DeleteUnion (collecting)
[ ] 112253      0      0  29281 / 500000   152.4s test_prop_DeleteUnion (collecting)
[ ] 112505      0      0  29341 / 500000   152.5s test_prop_DeleteUnion (collecting)
[ ] 112910      0      0  29436 / 500000   152.6s test_prop_DeleteUnion (collecting)
[ ] 113208      0      0  29516 / 500000   152.7s test_prop_DeleteUnion (collecting)
[ ] 113462      0      0  29567 / 500000   152.8s test_prop_DeleteUnion (collecting)
[ ] 114048      0      0  29712 / 500000   152.9s test_prop_DeleteUnion (collecting)
[ ] 114330      0      0  29780 / 500000   153.0s test_prop_DeleteUnion (collecting)
[ ] 114749      0      0  29890 / 500000   153.1s test_prop_DeleteUnion (collecting)
[✗] 114831      0      1  29910 / 500000   153.2s test_prop_DeleteUnion

--- Failure --------------------------------------------------------------------

Test test_prop_DeleteUnion failed (0 shrink steps):

(Tree (Tree (Empty,5,8,Empty),6,80,Empty), Tree (Empty,5,238,Tree (Empty,40,76,Empty)), 6)
================================================================================
failure (1 tests failed, 0 tests errored, ran 1 tests)
|prop_DeleteUnion -> 31733.28]
[prop_DeleteUnion|
 generated  error   fail   pass /  total     time test name
[ ]      0      0      0      0 / 500000     0.0s test_prop_DeleteUnion
[ ]      0      0      0      0 / 500000     0.0s test_prop_DeleteUnion (generating)
[ ]    486      0      0    124 / 500000     0.1s test_prop_DeleteUnion (collecting)
[ ]    755      0      0    188 / 500000     0.2s test_prop_DeleteUnion (collecting)
[ ]   1261      0      0    322 / 500000     0.3s test_prop_DeleteUnion (collecting)
[ ]   1752      0      0    447 / 500000     0.4s test_prop_DeleteUnion (collecting)
[ ]   2223      0      0    586 / 500000     0.5s test_prop_DeleteUnion (collecting)
[ ]   2636      0      0    703 / 500000     0.6s test_prop_DeleteUnion (collecting)
[ ]   2908      0      0    764 / 500000     0.7s test_prop_DeleteUnion (collecting)
[ ]   3268      0      0    862 / 500000     0.8s test_prop_DeleteUnion (collecting)
[ ]   3707      0      0    959 / 500000     0.9s test_prop_DeleteUnion (collecting)
[ ]   4217      0      0   1102 / 500000     1.0s test_prop_DeleteUnion (collecting)
[ ]   4534      0      0   1187 / 500000     1.1s test_prop_DeleteUnion (collecting)
[ ]   4996      0      0   1315 / 500000     1.2s test_prop_DeleteUnion (collecting)
