[prop_UnionDeleteInsert|
 generated  error   fail   pass /  total     time test name
[ ]  52229      0      0  13603 / 500000     8.5s test_prop_UnionDeleteInsert (collecting)
[ ]  52722      0      0  13728 / 500000     8.6s test_prop_UnionDeleteInsert (collecting)
[ ]  53292      0      0  13879 / 500000     8.7s test_prop_UnionDeleteInsert (collecting)
[ ]  53994      0      0  14079 / 500000     8.8s test_prop_UnionDeleteInsert (collecting)
[ ]  54569      0      0  14241 / 500000     8.9s test_prop_UnionDeleteInsert (collecting)
[ ]  55198      0      0  14416 / 500000     9.0s test_prop_UnionDeleteInsert (collecting)
[ ]  55815      0      0  14563 / 500000     9.1s test_prop_UnionDeleteInsert (collecting)
[ ]  56351      0      0  14693 / 500000     9.2s test_prop_UnionDeleteInsert (collecting)
[ ]  57039      0      0  14860 / 500000     9.3s test_prop_UnionDeleteInsert (collecting)
[ ]  57554      0      0  14983 / 500000     9.4s test_prop_UnionDeleteInsert (collecting)
[ ]  58094      0      0  15131 / 500000     9.5s test_prop_UnionDeleteInsert (collecting)
[ ]  58556      0      0  15253 / 500000     9.6s test_prop_UnionDeleteInsert (collecting)
[ ]  59119      0      0  15401 / 500000     9.7s test_prop_UnionDeleteInsert (collecting)
[ ]  59808      0      0  15582 / 500000     9.8s test_prop_UnionDeleteInsert (collecting)
[ ]  60468      0      0  15743 / 500000     9.9s test_prop_UnionDeleteInsert (collecting)
[ ]  61037      0      0  15893 / 500000    10.0s test_prop_UnionDeleteInsert (collecting)
[ ]  61588      0      0  16045 / 500000    10.1s test_prop_UnionDeleteInsert (collecting)
[ ]  62160      0      0  16187 / 500000    10.2s test_prop_UnionDeleteInsert (collecting)
[ ]  62739      0      0  16345 / 500000    10.3s test_prop_UnionDeleteInsert (collecting)
[ ]  63333      0      0  16503 / 500000    10.4s test_prop_UnionDeleteInsert (collecting)
[ ]  64014      0      0  16677 / 500000    10.5s test_prop_UnionDeleteInsert (collecting)
[ ]  64623      0      0  16842 / 500000    10.6s test_prop_UnionDeleteInsert (collecting)
[ ]  65166      0      0  16970 / 500000    10.7s test_prop_UnionDeleteInsert (collecting)
[ ]  65981      0      0  17182 / 500000    10.8s test_prop_UnionDeleteInsert (collecting)
[ ]  66508      0      0  17316 / 500000    10.9s test_prop_UnionDeleteInsert (collecting)
[ ]  66984      0      0  17447 / 500000    11.0s test_prop_UnionDeleteInsert (collecting)
[ ]  67759      0      0  17660 / 500000    11.1s test_prop_UnionDeleteInsert (collecting)
[ ]  68343      0      0  17827 / 500000    11.2s test_prop_UnionDeleteInsert (collecting)
[ ]  68876      0      0  17975 / 500000    11.3s test_prop_UnionDeleteInsert (collecting)
[ ]  69548      0      0  18155 / 500000    11.4s test_prop_UnionDeleteInsert (collecting)
[ ]  70000      0      0  18277 / 500000    11.5s test_prop_UnionDeleteInsert (collecting)
[ ]  70642      0      0  18417 / 500000    11.6s test_prop_UnionDeleteInsert (collecting)
[ ]  71382      0      0  18594 / 500000    11.7s test_prop_UnionDeleteInsert
[ ]  71818      0      0  18715 / 500000    11.8s test_prop_UnionDeleteInsert (collecting)
[ ]  72323      0      0  18849 / 500000    11.9s test_prop_UnionDeleteInsert (collecting)
[ ]  73034      0      0  19023 / 500000    12.0s test_prop_UnionDeleteInsert (collecting)
[ ]  73566      0      0  19156 / 500000    12.1s test_prop_UnionDeleteInsert (collecting)
[ ]  74224      0      0  19326 / 500000    12.2s test_prop_UnionDeleteInsert (collecting)
[ ]  74920      0      0  19513 / 500000    12.3s test_prop_UnionDeleteInsert (collecting)
[ ]  75563      0      0  19686 / 500000    12.4s test_prop_UnionDeleteInsert (collecting)
[ ]  76334      0      0  19895 / 500000    12.5s test_prop_UnionDeleteInsert (collecting)
[ ]  76724      0      0  19996 / 500000    12.6s test_prop_UnionDeleteInsert (collecting)
[ ]  77344      0      0  20154 / 500000    12.7s test_prop_UnionDeleteInsert (collecting)
[ ]  78056      0      0  20340 / 500000    12.8s test_prop_UnionDeleteInsert (collecting)
[ ]  78717      0      0  20498 / 500000    12.9s test_prop_UnionDeleteInsert (collecting)
[ ]  79234      0      0  20627 / 500000    13.0s test_prop_UnionDeleteInsert (collecting)
[ ]  79946      0      0  20825 / 500000    13.1s test_prop_UnionDeleteInsert (collecting)
[ ]  80608      0      0  20967 / 500000    13.2s test_prop_UnionDeleteInsert (collecting)
[ ]  81263      0      0  21144 / 500000    13.3s test_prop_UnionDeleteInsert (collecting)
[ ]  81926      0      0  21317 / 500000    13.4s test_prop_UnionDeleteInsert (collecting)
[ ]  82603      0      0  21494 / 500000    13.5s test_prop_UnionDeleteInsert (collecting)
[ ]  83483      0      0  21743 / 500000    13.6s test_prop_UnionDeleteInsert (collecting)
[ ]  84435      0      0  21964 / 500000    13.7s test_prop_UnionDeleteInsert (collecting)
[ ]  85137      0      0  22169 / 500000    13.8s test_prop_UnionDeleteInsert (collecting)
[ ]  85718      0      0  22308 / 500000    13.9s test_prop_UnionDeleteInsert
[ ]  86357      0      0  22456 / 500000    14.0s test_prop_UnionDeleteInsert (collecting)
[ ]  86861      0      0  22582 / 500000    14.1s test_prop_UnionDeleteInsert (collecting)
[ ]  87443      0      0  22731 / 500000    14.3s test_prop_UnionDeleteInsert (collecting)
[ ]  88011      0      0  22869 / 500000    14.4s test_prop_UnionDeleteInsert (collecting)
[ ]  88689      0      0  23054 / 500000    14.5s test_prop_UnionDeleteInsert
[ ]  89265      0      0  23222 / 500000    14.6s test_prop_UnionDeleteInsert (collecting)
[ ]  89980      0      0  23406 / 500000    14.7s test_prop_UnionDeleteInsert (collecting)
[ ]  90546      0      0  23541 / 500000    14.8s test_prop_UnionDeleteInsert (collecting)
[ ]  91303      0      0  23726 / 500000    14.9s test_prop_UnionDeleteInsert (collecting)
[ ]  92028      0      0  23920 / 500000    15.0s test_prop_UnionDeleteInsert (collecting)
[ ]  92815      0      0  24115 / 500000    15.1s test_prop_UnionDeleteInsert (collecting)
[ ]  93526      0      0  24293 / 500000    15.2s test_prop_UnionDeleteInsert (collecting)
[ ]  94167      0      0  24463 / 500000    15.3s test_prop_UnionDeleteInsert (collecting)
[ ]  94825      0      0  24625 / 500000    15.4s test_prop_UnionDeleteInsert (collecting)
[ ]  95390      0      0  24762 / 500000    15.5s test_prop_UnionDeleteInsert (collecting)
[ ]  96082      0      0  24941 / 500000    15.6s test_prop_UnionDeleteInsert (collecting)
[ ]  96767      0      0  25106 / 500000    15.7s test_prop_UnionDeleteInsert (collecting)
[ ]  97262      0      0  25238 / 500000    15.8s test_prop_UnionDeleteInsert (collecting)
[ ]  97979      0      0  25424 / 500000    15.9s test_prop_UnionDeleteInsert (collecting)
[ ]  98614      0      0  25574 / 500000    16.0s test_prop_UnionDeleteInsert (collecting)
[ ]  99407      0      0  25768 / 500000    16.1s test_prop_UnionDeleteInsert (collecting)
[ ]  99998      0      0  25911 / 500000    16.2s test_prop_UnionDeleteInsert (collecting)
[ ] 100566      0      0  26064 / 500000    16.3s test_prop_UnionDeleteInsert (collecting)
[ ] 101227      0      0  26241 / 500000    16.4s test_prop_UnionDeleteInsert (collecting)
[ ] 101868      0      0  26412 / 500000    16.5s test_prop_UnionDeleteInsert (collecting)
[ ] 102542      0      0  26588 / 500000    16.6s test_prop_UnionDeleteInsert (collecting)
[ ] 103171      0      0  26767 / 500000    16.7s test_prop_UnionDeleteInsert (collecting)
[ ] 103908      0      0  26966 / 500000    16.8s test_prop_UnionDeleteInsert (collecting)
[ ] 104485      0      0  27125 / 500000    16.9s test_prop_UnionDeleteInsert (collecting)
[ ] 105053      0      0  27279 / 500000    17.0s test_prop_UnionDeleteInsert (collecting)
[ ] 105710      0      0  27468 / 500000    17.1s test_prop_UnionDeleteInsert (collecting)
[ ] 106248      0      0  27606 / 500000    17.2s test_prop_UnionDeleteInsert (collecting)
[ ] 107046      0      0  27808 / 500000    17.3s test_prop_UnionDeleteInsert (collecting)
[ ] 107523      0      0  27940 / 500000    17.4s test_prop_UnionDeleteInsert (collecting)
[ ] 108143      0      0  28107 / 500000    17.5s test_prop_UnionDeleteInsert (collecting)
[ ] 108685      0      0  28227 / 500000    17.6s test_prop_UnionDeleteInsert (collecting)
[ ] 109297      0      0  28402 / 500000    17.7s test_prop_UnionDeleteInsert (collecting)
[ ] 109703      0      0  28522 / 500000    17.8s test_prop_UnionDeleteInsert (collecting)
[ ] 110360      0      0  28695 / 500000    17.9s test_prop_UnionDeleteInsert (collecting)
[ ] 111011      0      0  28865 / 500000    18.0s test_prop_UnionDeleteInsert (collecting)
[ ] 111434      0      0  28993 / 500000    18.1s test_prop_UnionDeleteInsert (collecting)
[ ] 112070      0      0  29149 / 500000    18.2s test_prop_UnionDeleteInsert (collecting)
[ ] 112742      0      0  29319 / 500000    18.3s test_prop_UnionDeleteInsert (collecting)
[ ] 113484      0      0  29520 / 500000    18.4s test_prop_UnionDeleteInsert (collecting)
[ ] 114071      0      0  29664 / 500000    18.5s test_prop_UnionDeleteInsert (collecting)
[ ] 114735      0      0  29836 / 500000    18.6s test_prop_UnionDeleteInsert (collecting)
[ ] 115382      0      0  30000 / 500000    18.7s test_prop_UnionDeleteInsert (collecting)
[ ] 116033      0      0  30163 / 500000    18.8s test_prop_UnionDeleteInsert (collecting)
[ ] 116687      0      0  30341 / 500000    18.9s test_prop_UnionDeleteInsert (collecting)
[ ] 117209      0      0  30474 / 500000    19.0s test_prop_UnionDeleteInsert (collecting)
[ ] 117699      0      0  30612 / 500000    19.1s test_prop_UnionDeleteInsert (collecting)
[ ] 118224      0      0  30754 / 500000    19.2s test_prop_UnionDeleteInsert (collecting)
[ ] 118931      0      0  30947 / 500000    19.3s test_prop_UnionDeleteInsert (collecting)
[ ] 119634      0      0  31135 / 500000    19.4s test_prop_UnionDeleteInsert (collecting)
[ ] 120262      0      0  31306 / 500000    19.5s test_prop_UnionDeleteInsert (collecting)
[ ] 120852      0      0  31462 / 500000    19.6s test_prop_UnionDeleteInsert (collecting)
[ ] 121618      0      0  31650 / 500000    19.7s test_prop_UnionDeleteInsert (collecting)
[ ] 122187      0      0  31789 / 500000    19.8s test_prop_UnionDeleteInsert (collecting)
[ ] 122682      0      0  31903 / 500000    19.9s test_prop_UnionDeleteInsert (collecting)
[ ] 123190      0      0  32019 / 500000    20.0s test_prop_UnionDeleteInsert (collecting)
[ ] 123885      0      0  32212 / 500000    20.1s test_prop_UnionDeleteInsert (collecting)
[ ] 124530      0      0  32403 / 500000    20.2s test_prop_UnionDeleteInsert (collecting)
[ ] 125113      0      0  32555 / 500000    20.3s test_prop_UnionDeleteInsert (collecting)
[ ] 125627      0      0  32681 / 500000    20.4s test_prop_UnionDeleteInsert (collecting)
[ ] 126101      0      0  32809 / 500000    20.5s test_prop_UnionDeleteInsert (collecting)
[ ] 126766      0      0  32981 / 500000    20.6s test_prop_UnionDeleteInsert (collecting)
[ ] 127426      0      0  33150 / 500000    20.7s test_prop_UnionDeleteInsert (collecting)
[ ] 128095      0      0  33312 / 500000    20.8s test_prop_UnionDeleteInsert (collecting)
[ ] 128699      0      0  33480 / 500000    20.9s test_prop_UnionDeleteInsert (collecting)
[ ] 129160      0      0  33624 / 500000    21.0s test_prop_UnionDeleteInsert (collecting)
[ ] 129760      0      0  33795 / 500000    21.1s test_prop_UnionDeleteInsert (collecting)
[ ] 130392      0      0  33940 / 500000    21.2s test_prop_UnionDeleteInsert (collecting)
[ ] 131028      0      0  34100 / 500000    21.3s test_prop_UnionDeleteInsert (collecting)
[ ] 131625      0      0  34261 / 500000    21.5s test_prop_UnionDeleteInsert (collecting)
[ ] 132216      0      0  34437 / 500000    21.6s test_prop_UnionDeleteInsert (collecting)
[ ] 132720      0      0  34570 / 500000    21.7s test_prop_UnionDeleteInsert (collecting)
[ ] 133417      0      0  34749 / 500000    21.8s test_prop_UnionDeleteInsert (collecting)
[ ] 133995      0      0  34916 / 500000    21.9s test_prop_UnionDeleteInsert (collecting)
[ ] 134576      0      0  35077 / 500000    22.0s test_prop_UnionDeleteInsert (collecting)
[ ] 135187      0      0  35237 / 500000    22.1s test_prop_UnionDeleteInsert (collecting)
[ ] 135749      0      0  35363 / 500000    22.2s test_prop_UnionDeleteInsert (collecting)
[ ] 136485      0      0  35568 / 500000    22.3s test_prop_UnionDeleteInsert (collecting)
[ ] 137279      0      0  35776 / 500000    22.4s test_prop_UnionDeleteInsert (collecting)
[ ] 137902      0      0  35953 / 500000    22.5s test_prop_UnionDeleteInsert (collecting)
[ ] 138576      0      0  36124 / 500000    22.6s test_prop_UnionDeleteInsert (collecting)
[ ] 139070      0      0  36268 / 500000    22.7s test_prop_UnionDeleteInsert (collecting)
[ ] 139717      0      0  36436 / 500000    22.8s test_prop_UnionDeleteInsert (collecting)
[ ] 140560      0      0  36669 / 500000    22.9s test_prop_UnionDeleteInsert (collecting)
[ ] 141244      0      0  36835 / 500000    23.0s test_prop_UnionDeleteInsert (collecting)
[ ] 141715      0      0  36963 / 500000    23.1s test_prop_UnionDeleteInsert (collecting)
[ ] 142327      0      0  37124 / 500000    23.2s test_prop_UnionDeleteInsert (collecting)
[ ] 142928      0      0  37281 / 500000    23.3s test_prop_UnionDeleteInsert (collecting)
[ ] 143454      0      0  37422 / 500000    23.4s test_prop_UnionDeleteInsert (collecting)
[ ] 144199      0      0  37632 / 500000    23.5s test_prop_UnionDeleteInsert (collecting)
[ ] 144844      0      0  37794 / 500000    23.6s test_prop_UnionDeleteInsert (collecting)
[ ] 145321      0      0  37928 / 500000    23.7s test_prop_UnionDeleteInsert (collecting)
[ ] 145938      0      0  38090 / 500000    23.8s test_prop_UnionDeleteInsert (collecting)
[ ] 146621      0      0  38253 / 500000    23.9s test_prop_UnionDeleteInsert (collecting)
[ ] 147394      0      0  38451 / 500000    24.0s test_prop_UnionDeleteInsert (collecting)
[ ] 148024      0      0  38617 / 500000    24.1s test_prop_UnionDeleteInsert (collecting)
[ ] 148642      0      0  38791 / 500000    24.2s test_prop_UnionDeleteInsert (collecting)
[ ] 149169      0      0  38914 / 500000    24.3s test_prop_UnionDeleteInsert (collecting)
[ ] 149943      0      0  39117 / 500000    24.4s test_prop_UnionDeleteInsert
[ ] 150604      0      0  39262 / 500000    24.5s test_prop_UnionDeleteInsert (collecting)
[ ] 151224      0      0  39427 / 500000    24.6s test_prop_UnionDeleteInsert (collecting)
[ ] 151914      0      0  39612 / 500000    24.7s test_prop_UnionDeleteInsert (collecting)
[ ] 152515      0      0  39771 / 500000    24.8s test_prop_UnionDeleteInsert (collecting)
[ ] 153074      0      0  39919 / 500000    24.9s test_prop_UnionDeleteInsert (collecting)
[ ] 153576      0      0  40051 / 500000    25.0s test_prop_UnionDeleteInsert (collecting)
[ ] 154309      0      0  40226 / 500000    25.1s test_prop_UnionDeleteInsert (collecting)
[ ] 154975      0      0  40384 / 500000    25.2s test_prop_UnionDeleteInsert (collecting)
[ ] 155599      0      0  40551 / 500000    25.3s test_prop_UnionDeleteInsert (collecting)
[ ] 156173      0      0  40679 / 500000    25.4s test_prop_UnionDeleteInsert (collecting)
[ ] 156783      0      0  40832 / 500000    25.5s test_prop_UnionDeleteInsert (collecting)
[ ] 157512      0      0  41042 / 500000    25.6s test_prop_UnionDeleteInsert (collecting)
[ ] 158064      0      0  41179 / 500000    25.7s test_prop_UnionDeleteInsert (collecting)
[ ] 158460      0      0  41278 / 500000    25.8s test_prop_UnionDeleteInsert (collecting)
[ ] 159142      0      0  41463 / 500000    25.9s test_prop_UnionDeleteInsert (collecting)
[ ] 159923      0      0  41681 / 500000    26.0s test_prop_UnionDeleteInsert (collecting)
[ ] 160484      0      0  41812 / 500000    26.1s test_prop_UnionDeleteInsert (collecting)
[ ] 161092      0      0  41970 / 500000    26.2s test_prop_UnionDeleteInsert (collecting)
[ ] 161759      0      0  42144 / 500000    26.3s test_prop_UnionDeleteInsert (collecting)
[ ] 162406      0      0  42321 / 500000    26.4s test_prop_UnionDeleteInsert (collecting)
[ ] 163096      0      0  42510 / 500000    26.5s test_prop_UnionDeleteInsert (collecting)
[ ] 163636      0      0  42649 / 500000    26.6s test_prop_UnionDeleteInsert (collecting)
[ ] 164389      0      0  42839 / 500000    26.7s test_prop_UnionDeleteInsert (collecting)
[ ] 165032      0      0  42998 / 500000    26.8s test_prop_UnionDeleteInsert (collecting)
[ ] 165754      0      0  43194 / 500000    26.9s test_prop_UnionDeleteInsert (collecting)
[ ] 166413      0      0  43378 / 500000    27.0s test_prop_UnionDeleteInsert (collecting)
[ ] 167041      0      0  43556 / 500000    27.1s test_prop_UnionDeleteInsert (collecting)
[ ] 167579      0      0  43719 / 500000    27.2s test_prop_UnionDeleteInsert (collecting)
[ ] 168305      0      0  43914 / 500000    27.3s test_prop_UnionDeleteInsert (collecting)
[ ] 168988      0      0  44072 / 500000    27.4s test_prop_UnionDeleteInsert (collecting)
[ ] 169482      0      0  44209 / 500000    27.5s test_prop_UnionDeleteInsert (collecting)
[ ] 170148      0      0  44371 / 500000    27.6s test_prop_UnionDeleteInsert (collecting)
[ ] 170611      0      0  44499 / 500000    27.7s test_prop_UnionDeleteInsert (collecting)
[ ] 171113      0      0  44622 / 500000    27.8s test_prop_UnionDeleteInsert (collecting)
[ ] 171977      0      0  44851 / 500000    27.9s test_prop_UnionDeleteInsert (collecting)
[ ] 172582      0      0  45002 / 500000    28.0s test_prop_UnionDeleteInsert (collecting)
[ ] 173227      0      0  45153 / 500000    28.1s test_prop_UnionDeleteInsert (collecting)
[ ] 174012      0      0  45362 / 500000    28.2s test_prop_UnionDeleteInsert (collecting)
[ ] 174609      0      0  45538 / 500000    28.3s test_prop_UnionDeleteInsert
[ ] 175124      0      0  45668 / 500000    28.4s test_prop_UnionDeleteInsert (collecting)
[ ] 175845      0      0  45854 / 500000    28.5s test_prop_UnionDeleteInsert (collecting)
[ ] 176434      0      0  46008 / 500000    28.6s test_prop_UnionDeleteInsert (collecting)
[ ] 177010      0      0  46146 / 500000    28.7s test_prop_UnionDeleteInsert
[ ] 177609      0      0  46292 / 500000    28.8s test_prop_UnionDeleteInsert (collecting)
[ ] 178055      0      0  46406 / 500000    28.9s test_prop_UnionDeleteInsert (collecting)
[ ] 178844      0      0  46600 / 500000    29.0s test_prop_UnionDeleteInsert (collecting)
[ ] 179487      0      0  46768 / 500000    29.1s test_prop_UnionDeleteInsert (collecting)
[ ] 180009      0      0  46913 / 500000    29.2s test_prop_UnionDeleteInsert (collecting)
[ ] 180676      0      0  47110 / 500000    29.4s test_prop_UnionDeleteInsert (collecting)
[ ] 181265      0      0  47229 / 500000    29.5s test_prop_UnionDeleteInsert (collecting)
[ ] 181690      0      0  47328 / 500000    29.6s test_prop_UnionDeleteInsert (collecting)
[ ] 182390      0      0  47487 / 500000    29.7s test_prop_UnionDeleteInsert (collecting)
[ ] 183016      0      0  47637 / 500000    29.8s test_prop_UnionDeleteInsert (collecting)
[ ] 183556      0      0  47782 / 500000    29.9s test_prop_UnionDeleteInsert (collecting)
[ ] 184407      0      0  48002 / 500000    30.0s test_prop_UnionDeleteInsert (collecting)
[ ] 184742      0      0  48088 / 500000    30.1s test_prop_UnionDeleteInsert (collecting)
[ ] 185325      0      0  48239 / 500000    30.2s test_prop_UnionDeleteInsert (collecting)
[ ] 185798      0      0  48351 / 500000    30.3s test_prop_UnionDeleteInsert (collecting)
[ ] 186310      0      0  48486 / 500000    30.4s test_prop_UnionDeleteInsert (collecting)
[ ] 186958      0      0  48657 / 500000    30.5s test_prop_UnionDeleteInsert (collecting)
[ ] 187499      0      0  48793 / 500000    30.6s test_prop_UnionDeleteInsert (collecting)
[ ] 188101      0      0  48945 / 500000    30.7s test_prop_UnionDeleteInsert (collecting)
[ ] 188879      0      0  49144 / 500000    30.8s test_prop_UnionDeleteInsert (collecting)
[ ] 189341      0      0  49262 / 500000    30.9s test_prop_UnionDeleteInsert (collecting)
[ ] 190167      0      0  49484 / 500000    31.0s test_prop_UnionDeleteInsert (collecting)
[ ] 190617      0      0  49600 / 500000    31.1s test_prop_UnionDeleteInsert (collecting)
[ ] 191096      0      0  49733 / 500000    31.2s test_prop_UnionDeleteInsert (collecting)
